id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
ENSG00000004455.15	2.240249632	2.149680882	2.114577627	2.015066214	2.215637563	2.036229544	2.072176344	2.219374925	1.956216469	2.13481437	2.226986346	2.151185918
ENSG00000004468.11	1.273001272	1.25791845	1.333850145	1.264109156	1.420615771	1.459693976	1.467163966	1.495821753	1.332236415	1.749427099	1.053462605	1.211654401
ENSG00000004478.7	1.394451681	1.314077992	1.258397804	1.347720217	1.36567514	0.949877704	2.004407364	1.173768823	1.538196578	1.407560849	1.262925469	1.266466895
ENSG00000004487.14	1.270911639	1.263872677	1.164055292	1.227372442	1.459844642	0.854913022	0.944482672	1.053078443	0.937016107	1.156549151	1.388456453	1.289142836
ENSG00000004534.13	1.462996612	1.679609572	1.380573003	1.49762065	1.649237472	1.074450719	1.326335861	1.197831693	1.176958981	1.292699003	1.582971929	1.460446784
ENSG00000004660.13	0.641474111	0.401400541	0.514547753	0.457881897	0.408239965	0.315970345	0.283301229	0.365487985	0.318063335	0.354108439	0.26245109	0.444044796
ENSG00000004700.14	1.260309946	1.286680969	1.042181595	1.027757205	1.482444792	1.293141483	1.265289626	1.539452492	1.249198357	1.124178055	1.249198357	1.22685757
ENSG00000004766.14	1.377670439	1.356599436	1.300595484	1.200303183	1.446070936	1.219060332	1.10002573	1.367355921	1.105850674	1.123198075	1.338854746	1.371252629
ENSG00000004779.8	1.320146286	1.35755372	1.149219113	1.139564266	1.306639441	1.259354927	1.203576775	1.517723595	1.161368002	1.165541077	0.888179494	1.018284308
ENSG00000004799.7	0.936513742	0.729974286	0.994317153	1.017033339	0.752048448	0.671172843	0.866877814	0.600972896	0.715167358	0.505149978	1.213517757	0.992995098
ENSG00000004809.12	0.012837225	0.23299611	0.193124598	0.164352856	0.440909082	0.041392685	0.26245109	0.73479983	0.220108088	0.127104798	0.021189299	0.434568904
ENSG00000004838.12	0.068185862	0.544068044	0.155336037	0.376576957	0.235528447	0.075546961	0.214843848	0	0.056904851	0.11058971	0.45484486	0.158362492
ENSG00000004864.12	0.822168079	0.73239376	0.835690571	0.599883072	0.531478917	0.444044796	0.409933123	0.650307523	0.531478917	0.565847819	0.810904281	0.916453949
ENSG00000004866.17	0.426511261	0.598790507	0.763427994	0.92992956	0.582063363	0.475671188	0.687528961	0.853698212	0.658011397	0.507855872	0.8162413	0.552668216
ENSG00000004897.10	1.870579461	1.96890303	1.864985461	1.770115295	1.840670561	1.937868797	1.896526217	1.841171694	1.904066052	1.82445127	1.992730204	1.964966375
ENSG00000004939.12	1.896250562	2.397418542	2.059525553	2.471144965	1.694868328	2.098297536	2.438621448	1.991093108	2.451126052	2.060395617	1.697665163	2.488028685
ENSG00000004961.13	1.030599722	0.828015064	1.080626487	0.973127854	0.892651034	1.027349608	1.030599722	0.909020854	0.922206277	1.047664195	0.843232778	0.860936621
ENSG00000004975.10	0.920645001	0.715167358	0.401400541	0.580924976	0.499687083	0.206825876	0.408239965	0.46834733	0.411619706	0.382017043	0.710117365	0.462397998
ENSG00000005007.11	1.070776463	0.832508913	0.775974331	0.755112266	1.12515583	0.622214023	0.852479994	0.849419414	0.720985744	0.809559715	1.016197354	0.767897616
ENSG00000005020.11	1.569724949	1.398113692	1.471585054	1.241795431	1.487279816	1.720324717	1.463594402	1.550472957	1.352375495	1.477844476	1.554246808	1.340444115
ENSG00000005022.5	1.256717746	1.236789099	1.38039216	1.384532615	1.548143637	1.411282913	1.499824496	1.469822016	1.42143939	1.57634135	1.441380885	1.265053789
ENSG00000005059.14	1.590953235	1.787106093	1.521399628	1.362859303	1.539703239	1.450710878	1.442636526	1.784331948	1.341236623	1.484014963	1.638589083	1.546542663
ENSG00000005075.14	1.265053789	1.190891717	1.452246575	1.390935107	1.277379975	1.070776463	1.273464273	1.376941757	1.311753861	1.286007122	1.189770956	1.377852419
ENSG00000005100.11	0.553883027	0.389166084	0.42975228	0.374748346	0.428134794	0.245512668	0.152288344	0.324282455	0.264817823	0.283301229	0.720985744	0.376576957
ENSG00000005102.11	0.167317335	0.064457989	0.029383778	0.173186268	0.346352974	0.133538908	0.222716471	0.424881637	0.158362492	0.127104798	0.195899652	0.139879086
ENSG00000005156.10	1.003891166	1.415307292	1.335457901	1.093421685	1.62572391	1.009450896	0.943494516	1.145817714	1.055378331	0.939519253	1.432969291	1.261738547
ENSG00000005175.8	1.422261451	1.26245109	1.292699003	1.323664536	1.552059534	1.504062883	1.348304863	1.386142109	1.32674538	1.40654018	1.439016728	1.432488256
ENSG00000005187.10	0.78604121	0.907411361	0.769377326	0.791690649	0.707570176	0.747411808	0.58546073	0.909020854	0.390935107	0.646403726	0.934498451	0.648360011
ENSG00000005189.18	0.269512944	0.176091259	0.146128036	0.303196057	0.29666519	0.33243846	0.117271296	0.492760389	0.309630167	0.481442629	0.269512944	0.315970345
ENSG00000005194.13	0.984527313	1.314709693	0.957128198	1.074816441	1.300160537	0.700703717	0.777426822	1.15136985	0.951337519	1.11058971	1.273232834	1.146128036
ENSG00000005206.15	0.475671188	0.919601024	0.509202522	0.496929648	0.604226053	0.456366033	0.385606274	0.668385917	0.269512944	0.551449998	0.424881637	0.369215857
ENSG00000005238.18	1.226342087	1.242789809	1.210853365	1.151063253	0.916980047	1.082066934	1.035029282	1.148910993	1.127104798	1.025715384	1.126780577	1.266231697
ENSG00000005243.8	0.220108088	0.397940009	0.305351369	0.257678575	0.096910013	0.346352974	0.509202522	0	0.315970345	0.63447727	0	0.488550717
ENSG00000005249.11	1.122870923	1.148910993	1.140193679	1.390228362	1.310480891	1.549983611	1.490660653	1.390581879	1.515476441	1.382377303	1.345961542	1.347134783
ENSG00000005302.16	1.896911841	1.876391062	1.784046416	1.843544212	1.983851719	2.05709529	1.899929883	1.647871765	1.879726497	1.970439863	1.914396052	1.968529644
ENSG00000005339.11	1.495960395	1.458939862	1.477699928	1.499687083	1.47348697	1.105850674	1.288919606	1.294686624	1.298197867	1.39252109	1.838345269	1.326130957
ENSG00000005379.14	0.495544338	0.802089258	0.505149978	0.385606274	0.546542663	0.089905111	0.167317335	0.204119983	0.243038049	0.274157849	0.475671188	0.271841607
ENSG00000005381.7	0.46686762	0.252853031	0.408239965	0.264817823	0.348304863	0.281033367	0.093421685	0.356025857	0.354108439	0.340444115	0.243038049	0.419955748
ENSG00000005436.12	0.989004616	0.880813592	0.880241776	1.151063253	1.247482261	0.725911632	0.716837723	0.907948522	0.646403726	0.775974331	1.095169351	1.006466042
ENSG00000005448.15	1.065206128	0.743509765	0.767897616	0.276461804	1.139879086	0.283301229	0.51054501	0.318063335	0.409933123	0.338456494	0.814913181	0.753583059
ENSG00000005469.10	0.677606953	0.730782276	0.646403726	0.57863921	1.026533265	0.673020907	0.44870632	0.821513528	0.492760389	0.720985744	0.780317312	0.836956737
ENSG00000005471.14	0.281033367	0.790988475	0.390935107	0.440909082	0.553883027	0.120573931	0.418301291	0.267171728	0.230448921	0.564666064	0.751279104	0.423245874
ENSG00000005483.18	2.37036503	2.274642695	2.239699797	2.327869569	2.389325592	2.171287551	1.992023028	2.117204986	2.007833093	2.194070108	2.333749462	2.398998396
ENSG00000005486.15	1.186673867	1.106530854	1.254789687	1.098989639	1.207634367	0.833784375	1.130333768	0.966610987	1.030194785	1.126456113	0.961895474	1.096214585
ENSG00000005700.13	1.249687428	1.176958981	1.074084689	1.040997692	1.31827208	1.073351702	0.973589623	1.103461622	1.004751156	1.059563418	1.297979244	1.18610838
ENSG00000005801.15	1.590507462	1.668665415	1.481012421	1.591843411	1.678336247	1.282395505	1.326335861	1.619719266	1.229169703	1.333648757	1.7182525	1.563836919
ENSG00000005810.16	1.967968963	1.952259537	1.744840397	1.818555779	2.021272014	1.483301952	1.615529224	1.89337333	1.627263417	1.718335579	2.08087891	1.771660959
ENSG00000005812.9	1.764400323	1.616370472	1.557025722	1.682956926	1.666143427	1.679609572	1.465680212	1.711638538	1.554004321	1.565611725	1.521661015	1.668572269
ENSG00000005844.16	2.087035665	2.142858551	1.987934265	1.999913132	2.223807338	1.668385917	1.617314933	1.755264891	1.896305707	2.015736874	2.452062577	2.074523888
ENSG00000005882.10	1.116275588	1.427486109	1.073351702	1.195068996	1.041787319	0.525044807	0.834420704	1.26599637	1.116939647	1.13893394	1.293362555	1.063333359
ENSG00000005884.16	0.469822016	0.252853031	0.557507202	0.485721426	1.109578547	0.46686762	0.152288344	0.562292864	0.283301229	0.357934847	0.549003262	0.501059262
ENSG00000005889.14	1.679609572	1.695481676	1.627058464	1.637689819	1.743352951	1.482158695	1.335257256	1.523876476	1.410102077	1.483872454	1.583991799	1.568553712
ENSG00000005893.14	2.292566171	1.985426474	2.267758217	2.231061611	2.089587219	2.391675953	2.213969082	2.153570981	2.258996253	2.257222446	2.073058161	2.15424133
ENSG00000005961.16	1.343999069	1.231214648	1.377852419	1.636086515	1.24723655	0.667452953	1.020775488	1.289588953	1.348888723	1.375297738	1.696181587	1.3232521
ENSG00000006007.10	1.665487181	1.548880563	1.488832634	1.48187241	1.469527479	1.570075705	1.298197867	1.514414921	1.401572846	1.325720858	1.394626764	1.557146142
ENSG00000006015.16	1.289365952	1.201397124	1.169968174	1.04060234	1.42111013	0.653212514	1.034227261	1.237040791	0.902546779	1.039414119	1.374381698	1.116607744
ENSG00000006016.9	0.212187604	0.252853031	0.322219295	0.247973266	0.250420002	0	0.146128036	0	0.071882007	0.269512944	0.120573931	0.240549248
ENSG00000006025.10	0.579783597	0.84509804	0.564666064	0.67669361	0.526339277	0.274157849	0.181843588	0.404833717	0.250420002	0.503790683	0.866287339	0.636487896
ENSG00000006042.10	0.146128036	0.10720997	0.037426498	0.193124598	0.271841607	0	0.075546961	0	0.041392685	0.352182518	0.257678575	0.136720567
ENSG00000006062.12	0.471291711	0.575187845	0.63447727	0.627365857	0.450249108	0.29666519	0.501059262	0.550228353	0.40654018	0.505149978	0.691081492	0.460897843
ENSG00000006118.13	0.423245874	0.574031268	0.465382851	0.514547753	0.558708571	0.075546961	0.357934847	0.260071388	0.247973266	0.326335861	0.489958479	0.334453751
ENSG00000006125.15	1.371067862	1.418632687	1.459392488	1.462547729	1.441380885	1.373831145	1.494293769	1.259354927	1.39252109	1.515741417	1.625929493	1.484157424
ENSG00000006194.9	1.003891166	1.01494035	0.948412966	0.843232778	1.127104798	0.811575006	0.632457292	0.840733235	0.7084209	0.657055853	1.014520539	0.920123326
ENSG00000006282.18	0.544068044	0.695481676	0.444044796	0.326335861	1.079543007	0.408239965	0.499687083	0.409933123	0.301029996	0.745855195	0.78604121	0.790285164
ENSG00000006327.12	1.032215703	0.733999287	0.656098202	0.346352974	0.939519253	0.767155866	0.139879086	0.752048448	0.515873844	0.387389826	0.522444234	0.315970345
ENSG00000006432.14	0.11058971	0.292256071	0.187520721	0.195899652	0.195899652	0.068185862	0.086359831	0.056904851	0.123851641	0.167317335	0.356025857	0.190331698
ENSG00000006451.6	0.658011397	0.460897843	0.838849091	0.803457116	0.620136055	0.902546779	0.923244019	0.51851394	0.575187845	0.829303773	0.722633923	0.498310554
ENSG00000006453.12	0.522444234	0.434568904	0.503790683	0.492760389	0.742725131	0.567026366	0.605305046	0.640481437	0.42975228	0.673020907	0.625312451	0.509202522
ENSG00000006459.9	1.506505032	1.344392274	1.464340485	1.45909079	1.418798291	1.433129518	1.204933522	1.417969642	1.296445794	1.384890797	1.582517884	1.495683068
ENSG00000006530.14	1.174350597	1.215637563	1.070776463	1.046104787	1.356599436	0.892094603	0.942999593	0.989449818	0.756636108	1.159266331	1.319314304	1.169086357
ENSG00000006534.14	0.956648579	0.986323777	0.908485019	0.780317312	0.8876173	0.835056102	0.492760389	0.723455672	0.654176542	0.738780558	1.004751156	1.006466042
ENSG00000006555.9	0.650307523	0.957128198	0.725911632	0.797959644	0.658011397	0.350248018	0.29666519	0.85672889	0.440909082	0.673941999	0.972665592	0.617000341
ENSG00000006576.15	1.233757363	1.028164419	1.078456818	1.104487111	1.270212855	1.20790353	0.984977126	1.173768823	0.968482949	1.099680641	1.175511813	1.113943352
ENSG00000006607.12	0.73239376	0.860936621	0.86569606	0.87909588	0.882524538	0.836324116	0.835056102	1.020361283	0.658964843	0.848804701	1.14082218	0.867467488
ENSG00000006625.16	0.771587481	0.788875116	0.463892989	0.658964843	0.8162413	0.902002891	0.846337112	0.908485019	0.810904281	0.896526217	0.788875116	0.737192643
ENSG00000006634.6	1.326949994	1.272769587	1.07114529	1.046885191	1.339252634	0.785329835	0.893206753	1.302114377	0.982271233	1.063333359	1.139564266	1.26810973
ENSG00000006638.10	0.595496222	0.662757832	0.531478917	0.515873844	0.562292864	0.214843848	0.322219295	0.475671188	0.463892989	0.575187845	0.57634135	0.380211242
ENSG00000006652.12	2.006508828	1.836767047	1.904282658	1.936614262	1.674769314	1.831165634	1.514946005	1.63918756	1.749117662	1.539452492	1.788875116	1.943593433
ENSG00000006659.11	0	0.501059262	0	0	0	0	0	0	0	0.093421685	0	0
ENSG00000006695.9	0.632457292	0.729974286	0.843855423	0.646403726	0.971275849	0.416640507	0.621176282	0.716837723	0.469822016	0.807535028	1.050766311	0.895974732
ENSG00000006712.13	0.949390007	0.831869774	0.988558957	1.134177108	1.006466042	0.856124444	0.88592634	0.947433722	0.950851459	1.009025742	0.968015714	1.097604329
ENSG00000006715.14	1.566437492	1.243534102	1.368844507	1.390935107	1.687528961	1.307709923	1.171141151	1.351216345	1.290479813	1.442479769	1.42111013	1.520483533
ENSG00000006744.17	1.33243846	1.152899596	1.013679697	1.026124517	1.116939647	0.728353782	0.897077003	1.100370545	0.761175813	1.010299957	1.281033367	1.032618761
ENSG00000006756.14	0.580924976	0.622214023	0.583198774	0.401400541	0.505149978	0.431363764	0.390935107	0.649334859	0.324282455	0.338456494	0.665580991	0.556302501
ENSG00000006757.10	0.29666519	0.269512944	0.431363764	0.462397998	0.11058971	0.23299611	0.338456494	0.222716471	0.365487985	0.408239965	0.357934847	0.348304863
ENSG00000006831.9	1.10002573	0.861534411	0.998695158	1.07773118	1.198106999	0.818225894	0.795880017	0.710963119	0.761175813	1.051538391	1.208441356	1.115943177
ENSG00000006837.10	0.133538908	0.056904851	0.10720997	0.209515015	0.298853076	0	0.033423755	0.064457989	0.11058971	0.086359831	0.309630167	0.36361198
ENSG00000007038.9	0.318063335	0.045322979	0.041392685	0.155336037	0.278753601	0.252853031	0	0.170261715	0.071882007	0.187520721	0.10720997	0.053078443
ENSG00000007047.13	0.683047038	0.968482949	0.989004616	0.881384657	0.641474111	0.485721426	0.658964843	0.51054501	0.315970345	0.7355989	0.846337112	0.607455023
ENSG00000007080.9	0.033423755	0.401400541	0.552668216	0.549003262	0.136720567	0.440909082	0.494154594	0.278753601	0.592176757	0.390935107	0.389166084	0.238046103
ENSG00000007129.16	0.989449818	1.065206128	0.725911632	0.72916479	0.822168079	0.930439595	0.909556029	0.849419414	0.981365509	0.700703717	1.104145551	0.835690571
ENSG00000007168.11	1.929827481	1.96768835	1.897572114	1.868409303	1.908485019	1.729245807	1.759365622	1.770925615	1.758609143	1.767601068	2.16004814	1.856487213
ENSG00000007202.13	1.758154622	1.713154402	1.832572775	1.609701102	1.931966115	1.447932866	1.609701102	1.397766256	1.414304688	1.62838893	1.915505362	1.695569227
ENSG00000007237.17	1.160468531	1.240299582	1.234010818	1.177247836	1.247482261	1.137986733	1.049605613	1.351603072	1.110252917	1.251151343	1.554731377	1.230448921
ENSG00000007255.9	1.074816441	0.698100546	0.804139432	0.741939078	0.798650645	0.589949601	0.643452676	0.704150517	0.565847819	0.63748973	0.651278014	0.741939078
ENSG00000007264.12	0.639486489	0.872156273	0.591064607	0.553883027	0.929418926	0.206825876	0.178976947	0.29666519	0.158362492	0.385606274	0.59439255	0.509202522
ENSG00000007312.11	1.155032229	1.144574208	0.962842681	0.77815125	1.190611798	0.844477176	0.501059262	0.930439595	0.619093331	0.836956737	1.099335278	0.803457116
ENSG00000007341.17	1.503109437	1.440594262	1.489817908	1.485011215	1.46612587	1.377488383	1.26927939	1.460145817	1.390581879	1.530839779	1.477121255	1.529301998
ENSG00000007350.15	0.558708571	1.118595365	0.563481085	0.382017043	0.752048448	0.285557309	0.336459734	0.511883361	0.269512944	0.416640507	0.64246452	0.799340549
ENSG00000007376.6	0.120573931	0.28780173	0.222716471	0.257678575	0.324282455	0.100370545	0.139879086	0.100370545	0.08278537	0.303196057	0.120573931	0.220108088
ENSG00000007392.15	1.789369154	1.711975854	1.571126277	1.456214155	1.831485839	1.169674434	1.352953912	1.459693976	1.15075644	1.48315921	1.817895757	1.447468131
ENSG00000007402.10	0.235528447	0.307496038	0.264817823	0.340444115	0.324282455	0.086359831	0.071882007	0	0.041392685	0.064457989	0.511883361	0.220108088
ENSG00000007516.12	0.511883361	0.404833717	0.31386722	0.29666519	0.227886705	0.201397124	0.037426498	0.113943352	0.079181246	0.11058971	0.276461804	0.276461804
ENSG00000007520.3	0.707570176	0.775974331	0.51054501	0.5774918	0.92890769	0.565847819	0.668385917	0.670245853	0.376576957	0.509202522	0.64738297	0.603144373
ENSG00000007541.13	0.810232518	0.836956737	0.719331287	0.738780558	0.666517981	0.888740961	0.622214023	0.733999287	0.652246341	0.650307523	0.625312451	0.604226053
ENSG00000007545.14	0.444044796	0.488550717	0.404833717	0.385606274	0.515873844	0.301029996	0.311753861	0.371067862	0.264817823	0.257678575	0.477121255	0.201397124
ENSG00000007923.14	1.032215703	1.164650216	1.206286044	1.107888025	1.192009593	0.673941999	1.024074987	0.539076099	0.72916479	0.901458321	1.197280558	0.953759692
ENSG00000007944.13	1.737510691	1.599664779	1.507045872	1.411788005	1.694254112	1.57921178	1.552303109	1.636086515	1.502563669	1.480725379	1.531351165	1.713574538
ENSG00000007968.6	0.953276337	1.164947373	0.733999287	0.958563883	0.701567985	0.954724791	0.802089258	0.721810615	0.976349979	0.783188691	0.802089258	0.812913357
ENSG00000008018.8	1.222456337	1.130333768	1.09725731	1.203576775	1.421603927	1.347134783	1.315340477	1.29841638	1.267171728	1.143639235	1.424718337	1.304921162
ENSG00000008083.12	1.308777774	1.199206479	1.236285277	1.213517757	1.164055292	0.931457871	0.883661435	0.967547976	0.790988475	1.036628895	1.408748606	1.175511813
ENSG00000008086.9	1.213783299	1.190891717	1.174350597	1.169380495	1.139879086	1.028571253	0.963787827	1.01745073	1.046885191	1.103803721	1.283301229	1.191171456
ENSG00000008128.21	1.3232521	1.3818368	1.009875634	1.124504225	1.030194785	0.880241776	0.941511433	0.629409599	1.109240969	1.085290578	1.349471799	1.155336037
ENSG00000008130.14	2.015401674	1.822429624	1.788945727	1.792251572	1.648945182	1.926496789	1.96108872	1.774954689	1.920540717	1.893095666	1.706461738	1.743196081
ENSG00000008226.18	0.487138375	0.161368002	0.292256071	0.240549248	0.103803721	0.068185862	0.025305865	0.068185862	0.139879086	0.053078443	0.488550717	0.285557309
ENSG00000008256.14	0.359835482	0.340444115	0.371067862	0.274157849	0.397940009	0.255272505	0.222716471	0.11058971	0.240549248	0.198657087	0.459392488	0.382017043
ENSG00000008277.13	0.511883361	0.436162647	0.475671188	0.523746467	0.673941999	0.276461804	0.255272505	0.424881637	0.209515015	0.421603927	0.552668216	0.564666064
ENSG00000008282.6	1.40363519	1.412964272	1.587935349	1.601516784	1.56431091	1.737590166	1.530199698	1.56312496	1.62283548	1.7182525	1.529558673	1.304705898
ENSG00000008283.14	0.702430536	0.829303773	0.612783857	0.540329475	0.84135947	0.875639937	0.751279104	0.847572659	0.698970004	0.925827575	0.851258349	0.645422269
ENSG00000008294.19	1.896305707	1.786609473	1.869349081	1.957655167	1.810098041	1.697839368	1.639685661	1.664359875	1.707485012	1.756407873	1.788945727	1.900749358
ENSG00000008311.13	0.487138375	0.463892989	0.480006943	0.492760389	0.561101384	0.093421685	0.301029996	0.136720567	0.301029996	0.274157849	0.390935107	0.511883361
ENSG00000008323.14	0.546542663	0.618048097	0.6599162	0.63447727	0.247973266	0.389166084	0.517195898	0.382017043	0.426511261	0.571708832	0.478566496	0.547774705
ENSG00000008324.9	0.862131379	0.755874856	0.681241237	0.953759692	0.909020854	0.94792362	0.946943271	0.450249108	0.818225894	0.915927212	1.101747074	0.888179494
ENSG00000008382.14	0.227886705	0.324282455	0.328379603	0.23299611	0.495544338	0.103803721	0.247973266	0.068185862	0.307496038	0.269512944	0.245512668	0.230448921
